model,input,prompt,created_facts,total_tokens
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playingday_request(t3).
playingday_request(t2, 3).
playingday_request(t3, 4).
confirm_playing(t2, 3, yes).
confirm_playing(t3, 4, yes).
schedule_request(1, last_day).",427
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t2, 3).
playingday_request(t3).
playing_request(t3, 4).
schedule_request([t2-3,t3-4]).",413
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT],","playingday_request(t2).
playing_request(t2, 3).
playing_request(t2, 4).
playingday_request(t3).
playing_request(t3, 4).
playing_request(t3, 3).
schedule_request(yes).",423
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playingday_request(t3).
schedule_request([t2-3, t3-4]).",399
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
playingday_request(t2).
playing_request(t2,3).
playing_request(t2,X).
schedule_request(yes).
playingday_request(Team).
playing_days(Team).
min(Day, [First | Rest]).
max(Day, [Last | Rest]).
schedule_request(First..Last).",486
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playingday_request(t3).
playing_request(t2, 3).
playing_request(t3, 4).
schedule_request(yes).",402
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playingday_request(t3).
playing_request(t2, 3).
playing_request(t3, 4).
schedule_request(1..4).",426
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t2,3).
playingday_request(t3).
playing_request(t3,4).
schedule_request([t2-3,t3-4]).",413
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT],","scheduleRequest(3,4).",535
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT],","playingday_request(""team"").
playing_request(t2, 3).
playing_request(t3, 4).
schedule_request(yes).",422
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playingday_request(t3).
confirm_playing(t2, 3).
confirm_playing(t3, 4).
playingday_request(T).
team(T,_).
confirm_playing(T,D).
playingday_request(T).
playing(T,D).
confirm_playing(T,D).
playingday_request(T).
playing(T,D).
schedule_request(yes).
schedule_request(T,D).
schedule_request(T,D).
schedule_request(yes).
schedule_request(T,D).",749
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
schedule_request([3-4]).",467
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT],","playingday_request(t2).
playing_request(t2, 3).
playing_request(t2, 4).
playingday_request(t3).
playing_request(t3, 4).
playing_request(t3, 3).",461
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2,3).
playingday_request(t3,4).
playingdays(Team).
playingday_request(Team,Day).
playing(Team,Day).
not_playing_day(Team,Day).
playing(Team,Day).
playingday_request(Team).
playingday_request(Team1).
playing(Team,Day).
playing(Team1,Day1).",636
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
playingday_request(""team"").
playing_request(Team,Day).
playing_request(Team,Day).
schedule_request(yes).
schedule_request(yes).
playingday_request(Team).
playing_request(Team,Day).",618
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playing_request(t2, 3).
playingday_request(t3).
playing_request(t3, 4).
playingday_request(T).
playingday_request(T).
playing_request(T, D).
playingday_request(T).
playingday_request(T).
schedule_request(yes).
playing_request(T, D1).
playing_request(T, D2).
playing_request(T, D3).",633
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
schedule_request(yes).",418
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t3,4).
playing_request(t2,3).
playing_request(t3,3).
schedule_request([t2-3,t3-4]).",442
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT],","playingday_request(""t2"").
playing_request(""t2"", 3).
not_playing_request(""t2"", 4).
playing_team(Day, Team).
playingday_request(""t2"").
playing_request(""t2"", 3).
not_playing_request(""t2"", 4).
playingday_request(Team).
playing_team(Day, Team).
playingday_request(Team).
playing_team(Day, Team).
min_day(MaxDay).
playing_team(Day, _).
playing_team(Day - 1, _).
max_day(MinDay).
playing_team(Day, _).
playing_team(Day + 1, _).
playingday_request(Team).
playing_team(Day, Team).
min_day(MaxDay).
max_day(MinDay).
confirm_playing_request(Team, Day).
playing_team(Day, Team).
confirm_playing_request(Team, Day).
playing_team(Day, Team).
schedule_request(yes).
playing_team(Day, _).
min_day(MaxDay).
max_day(MinDay).",987
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","schedule_request(3, t2).
schedule_request(4, t3).
schedule_request(D, T).",460
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t2, 3).
playingday_request(t3).
playing_request(t3, 4).
schedule_request(3..4).",436
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playing_request(t2, 3).
playingday_request(t3).
playing_request(t3, 4).
schedule_request(""team"").
playingday_request(Team).
playing_request(t2, Day).
schedule_request(yes).",574
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
playingday_request(""team"").
playing_request(Team,Day).
playing_request(Team,Day).
schedule_request(yes).
schedule_request(yes).",586
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t2,3).
playingday_request(t3).
playing_request(t3,4).
schedule_request(yes).",429
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2, 3).
playingday_request(t3, 4).
playingdays(Team).
playingday_request(Team, Day).
playingday(Team, Day).
playingday_request(Team, Day).
not_playing_day(Team, Day).
playingday_request(Team, Day).
schedule_request(yes).
playingday(Team1, Day1).
playingday(Team2, Day2).
schedule_request(no).",670
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
playingday_request(""team"").
playing_request(team,""day"").
playing_request(team,""day"").
schedule_request(yes).",581
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t2,3).
playingday_request(t3).
playing_request(t3,4).
schedule_request(3..4).",436
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,"[INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playingday_request(t2).
playing_request(t2,3).
playingday_request(t3).
playing_request(t3,4).
schedule_request(yes).",429
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT],","scheduleRequest(3,4).",406
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT],","playingday_request(""team"").
playing_request(t2, 3).
playing_request(t3, 4).
schedule_request(yes).",423
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2).
playingday_request(t3).
confirm_playing_day(t2, 3).
confirm_playing_day(t3, 4).
confirm_playing_day(t2, 4).
confirm_playing_day(t2, 4).",475
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing day 12[/INPUT] becomes [OUTPUT]potentialGameDay(12)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
schedule_request([3-4]).",421
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT],","playingday_request(""team"").
playing_request(""t2"", 3).
playing_request(""t2"", 4).
playing_request(""t3"", 4).
playing_request(""t3"", 3).
schedule_request(yes).",466
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","schedule_request(3,4).
schedule_request(t2,3).
schedule_request(t3,4).",464
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]Add playing days 15 till 20[/INPUT] becomes [OUTPUT]potentialGameDay(15..20)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
playingday_request(""team"").
playing_request(Team,Day).
playing_request(Team,Day).
playingday_request(""team"").
schedule_request(yes).
playingday_request(Team).
min_day(Day).
playing_request(Team, Day).
max_day(Max_Day).",661
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]When is team goblins playing?[/INPUT] becomes [OUTPUT]playingday_request(goblins)[/OUTPUT],","playingday_request(t2,3).
playingday_request(t3,4).
playingdays(TeamID).
playingday(TeamID,Day).
playingday_request(TeamID,Day).
playingday_request(TeamID,Day).
playingday_request(TeamID,Day).
not_playing_day(TeamID,Day).
playingday_request(TeamID,Day).
schedule_request(yes).",623
llama3.1:8b,Is team t2 playing on day 3 and is team t3 playing on day 4?,", | [INPUT]Add team t2 to the mens league[/INPUT] becomes [OUTPUT]team(t2,men)[/OUTPUT], | [INPUT]What is the full schedule?[/INPUT] becomes [OUTPUT]schedule_request(yes)[/OUTPUT], | [INPUT]Is team lizards playing on day 10?[/INPUT] becomes [OUTPUT]playing_request(lizards,10)[/OUTPUT],","playing_request(t2,3).
playing_request(t3,4).
schedule_request(yes).",419
